FECHA_EJECUCION,HORA_EJECUCION,ENTE,TOTAL_REGISTROS,ESTATUS
2025-05-27,10:03:23,Baja California,0,Disponible
2025-05-27,10:03:25,Campeche,0,Disponible
2025-05-27,10:03:27,Zacatecas,0,Disponible
2025-05-27,10:03:28,SESEA_NuevoLeon,0,Disponible
2025-05-28,10:03:09,Guanajuato,22,Disponible
2025-05-28,10:03:12,Quintana Roo,0,Disponible
2025-05-28,10:03:14,Chihuahua,0,Disponible
2025-05-28,10:03:16,Veracruz,6,Disponible
2025-05-28,10:03:18,Guerrero,23,Disponible
2025-05-28,10:03:21,Yucatán,5,Disponible
2025-05-28,10:03:23,Puebla,0,Disponible
2025-05-28,10:03:26,Jalisco,3535,Disponible
2025-05-28,10:03:28,México,9517,Disponible
2025-05-28,10:03:31,Tlaxcala,29,Disponible
2025-05-28,10:03:33,Baja California Sur,187,Disponible
2025-05-28,10:03:35,Michoacán,0,No disponible/Request failed with status code 400
2025-05-28,10:03:37,Durango,0,No disponible/Request failed with status code 400
2025-05-28,10:03:41,Sinaloa,538,Disponible
2025-05-28,10:03:44,Tabasco,196,Disponible
2025-05-28,10:03:46,Tamaulipas,0,Disponible
2025-05-28,10:03:48,Baja California,0,Disponible
2025-05-28,10:03:51,Campeche,0,Disponible
2025-05-28,10:03:54,Zacatecas,0,Disponible
2025-05-28,10:03:56,SESEA_NuevoLeon,0,Disponible
2025-05-29,10:03:01,Guanajuato,22,Disponible
2025-05-29,10:03:03,Quintana Roo,0,Disponible
2025-05-29,10:03:04,Chihuahua,0,Disponible
2025-05-29,10:03:06,Veracruz,6,Disponible
2025-05-29,10:03:07,Guerrero,23,Disponible
2025-05-29,10:03:09,Yucatán,5,Disponible
2025-05-29,10:03:11,Puebla,0,Disponible
2025-05-29,10:03:13,Jalisco,3535,Disponible
2025-05-29,10:03:15,México,9517,Disponible
2025-05-29,10:03:17,Tlaxcala,29,Disponible
2025-05-29,10:03:19,Baja California Sur,187,Disponible
2025-05-29,10:03:21,Michoacán,85,Disponible
2025-05-29,10:03:22,Durango,0,No disponible/Request failed with status code 400
2025-05-29,10:03:25,Sinaloa,538,Disponible
2025-05-29,10:03:27,Tabasco,196,Disponible
2025-05-29,10:03:30,Tamaulipas,0,Disponible
2025-05-29,10:03:31,Baja California,0,Disponible
2025-05-29,10:03:33,Campeche,0,Disponible
2025-05-29,10:03:35,Zacatecas,0,Disponible
2025-05-29,10:03:36,SESEA_NuevoLeon,0,Disponible
2025-05-30,10:03:04,Guanajuato,22,Disponible
2025-05-30,10:03:07,Quintana Roo,0,Disponible
2025-05-30,10:03:08,Chihuahua,0,Disponible
2025-05-30,10:03:10,Veracruz,6,Disponible
2025-05-30,10:03:12,Guerrero,23,Disponible
2025-05-30,10:03:14,Yucatán,5,Disponible
2025-05-30,10:03:15,Puebla,0,Disponible
2025-05-30,10:03:18,Jalisco,3535,Disponible
2025-05-30,10:03:20,México,9517,Disponible
2025-05-30,10:03:22,Tlaxcala,29,Disponible
2025-05-30,10:03:23,Baja California Sur,187,Disponible
2025-05-30,10:03:25,Michoacán,85,Disponible
2025-05-30,10:03:27,Durango,0,No disponible/Request failed with status code 400
2025-05-30,10:03:30,Sinaloa,538,Disponible
2025-05-30,10:03:32,Tabasco,196,Disponible
2025-05-30,10:03:34,Tamaulipas,0,Disponible
2025-05-30,10:03:36,Baja California,0,Disponible
2025-05-30,10:03:38,Campeche,0,Disponible
2025-05-30,10:03:40,Zacatecas,0,Disponible
2025-05-30,10:03:42,SESEA_NuevoLeon,0,Disponible
2025-05-31,10:03:23,Guanajuato,22,Disponible
2025-05-31,10:03:25,Quintana Roo,0,Disponible
2025-05-31,10:03:26,Chihuahua,0,Disponible
2025-05-31,10:03:27,Veracruz,6,Disponible
2025-05-31,10:03:29,Guerrero,23,Disponible
2025-05-31,10:03:30,Yucatán,5,Disponible
2025-05-31,10:03:31,Puebla,0,Disponible
2025-05-31,10:03:33,Jalisco,3535,Disponible
2025-05-31,10:03:35,México,9517,Disponible
2025-05-31,10:03:36,Tlaxcala,29,Disponible
2025-05-31,10:03:38,Baja California Sur,187,Disponible
2025-05-31,10:03:42,Michoacán,85,Disponible
2025-05-31,10:03:43,Durango,0,No disponible/Request failed with status code 400
2025-05-31,10:03:46,Sinaloa,538,Disponible
2025-05-31,10:03:47,Tabasco,196,Disponible
2025-05-31,10:03:49,Tamaulipas,0,Disponible
2025-05-31,10:03:50,Baja California,0,Disponible
2025-05-31,10:03:52,Campeche,0,Disponible
2025-05-31,10:03:53,Zacatecas,0,Disponible
2025-05-31,10:03:54,SESEA_NuevoLeon,0,Disponible
2025-06-01,10:04:13,Guanajuato,22,Disponible
2025-06-01,10:04:16,Quintana Roo,0,Disponible
2025-06-01,10:04:17,Chihuahua,0,Disponible
2025-06-01,10:04:18,Veracruz,6,Disponible
2025-06-01,10:04:20,Guerrero,23,Disponible
2025-06-01,10:04:22,Yucatán,5,Disponible
2025-06-01,10:04:24,Puebla,0,Disponible
2025-06-01,10:04:26,Jalisco,3535,Disponible
2025-06-01,10:04:28,México,9517,Disponible
2025-06-01,10:04:30,Tlaxcala,29,Disponible
2025-06-01,10:04:32,Baja California Sur,187,Disponible
2025-06-01,10:04:34,Michoacán,85,Disponible
2025-06-01,10:04:35,Durango,0,No disponible/Request failed with status code 400
2025-06-01,10:04:38,Sinaloa,538,Disponible
2025-06-01,10:04:40,Tabasco,196,Disponible
2025-06-01,10:04:43,Tamaulipas,0,Disponible
2025-06-01,10:04:44,Baja California,0,Disponible
2025-06-01,10:04:46,Campeche,0,Disponible
2025-06-01,10:04:48,Zacatecas,0,Disponible
2025-06-01,10:04:50,SESEA_NuevoLeon,0,Disponible
2025-06-02,10:06:55,Guanajuato,22,Disponible
2025-06-02,10:06:57,Quintana Roo,0,Disponible
2025-06-02,10:06:58,Chihuahua,0,Disponible
2025-06-02,10:10:59,Veracruz,0,No disponible/Request failed with status code 504
2025-06-02,10:11:00,Guerrero,23,Disponible
2025-06-02,10:11:01,Yucatán,5,Disponible
2025-06-02,10:11:02,Puebla,0,Disponible
2025-06-02,10:11:04,Jalisco,3535,Disponible
2025-06-02,10:11:05,México,9517,Disponible
2025-06-02,10:11:07,Tlaxcala,29,Disponible
2025-06-02,10:11:08,Baja California Sur,187,Disponible
2025-06-02,10:11:09,Michoacán,0,No disponible/Request failed with status code 400
2025-06-02,10:11:10,Durango,0,No disponible/Request failed with status code 400
2025-06-02,10:11:12,Sinaloa,538,Disponible
2025-06-02,10:11:14,Tabasco,196,Disponible
2025-06-02,10:11:21,Tamaulipas,0,Disponible
2025-06-02,10:11:22,Baja California,0,Disponible
2025-06-02,10:11:23,Campeche,0,Disponible
2025-06-02,10:11:24,Zacatecas,0,Disponible
2025-06-02,10:11:25,SESEA_NuevoLeon,0,No disponible/Request failed with status code 400
2025-06-03,10:03:34,Guanajuato,22,Disponible
2025-06-03,10:03:37,Quintana Roo,0,Disponible
2025-06-03,10:03:39,Chihuahua,0,Disponible
2025-06-03,10:03:42,Veracruz,6,Disponible
2025-06-03,10:03:45,Guerrero,23,Disponible
2025-06-03,10:03:48,Yucatán,5,Disponible
2025-06-03,10:03:51,Puebla,0,Disponible
2025-06-03,10:03:54,Jalisco,3535,Disponible
2025-06-03,10:03:57,México,9517,Disponible
2025-06-03,10:04:00,Tlaxcala,29,Disponible
2025-06-03,10:04:02,Baja California Sur,187,Disponible
2025-06-03,10:04:05,Michoacán,0,No disponible/Request failed with status code 400
2025-06-03,10:04:07,Durango,0,No disponible/Request failed with status code 400
2025-06-03,10:04:12,Sinaloa,538,Disponible
2025-06-03,10:04:15,Tabasco,196,Disponible
2025-06-03,10:04:18,Tamaulipas,0,Disponible
2025-06-03,10:04:21,Baja California,0,Disponible
2025-06-03,10:04:24,Campeche,0,Disponible
2025-06-03,10:04:27,Zacatecas,0,Disponible
2025-06-03,10:04:29,SESEA_NuevoLeon,0,No disponible/Request failed with status code 400
